LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,TOTAL_PRECIPITATION_CALGARY,MEAN_TEMPERATURE_EDMONTON,TOTAL_PRECIPITATION_EDMONTON,MEAN_TEMPERATURE_HALIFAX,TOTAL_PRECIPITATION_HALIFAX,MEAN_TEMPERATURE_MONCTON,TOTAL_PRECIPITATION_MONCTON,MEAN_TEMPERATURE_MONTREAL,TOTAL_PRECIPITATION_MONTREAL,MEAN_TEMPERATURE_OTTAWA,TOTAL_PRECIPITATION_OTTAWA,MEAN_TEMPERATURE_QUEBEC,TOTAL_PRECIPITATION_QUEBEC,MEAN_TEMPERATURE_SASKATOON,TOTAL_PRECIPITATION_SASKATOON,MEAN_TEMPERATURE_STJOHNS,TOTAL_PRECIPITATION_STJOHNS,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_TORONTO,MEAN_TEMPERATURE_VANCOUVER,TOTAL_PRECIPITATION_VANCOUVER,MEAN_TEMPERATURE_WHITEHORSE,TOTAL_PRECIPITATION_WHITEHORSE,MEAN_TEMPERATURE_WINNIPEG,TOTAL_PRECIPITATION_WINNIPEG
07-Mar-1940 00:00:00,1.4,2.5,,,,,0.9,3.8,,,-5.3,4.6,,,-2.2,0.0,,,-5.3,0.0,6.4,8.9,,,-2.5,0.0
08-Mar-1940 00:00:00,-2.5,2.3,,,,,1.1,1.8,,,-5.0,0.3,,,-3.9,0.0,,,-5.3,0.0,6.7,1.5,,,-3.6,0.0
09-Mar-1940 00:00:00,-6.4,2.5,,,,,-0.9,29.5,,,-8.1,3.8,,,-4.5,0.0,,,-4.7,0.5,5.8,1.5,,,-7.8,0.0
10-Mar-1940 00:00:00,-10.6,0.5,,,,,0.0,0.0,,,-11.7,1.3,,,-9.5,0.5,,,-10.0,0.0,6.1,0.8,,,-11.7,0.0
11-Mar-1940 00:00:00,-11.4,0.3,,,,,-4.5,4.8,,,-13.3,0.0,,,-7.5,0.0,,,-12.2,0.0,6.1,0.0,,,-10.0,0.0
12-Mar-1940 00:00:00,-6.7,0.0,,,,,-7.8,1.0,,,-13.6,0.0,,,-12.0,0.0,,,-12.3,0.0,6.1,0.0,,,-8.1,0.0
13-Mar-1940 00:00:00,-2.5,0.0,,,,,-4.2,0.3,,,-12.0,0.0,,,-13.6,0.0,,,-7.2,2.5,7.5,4.6,,,-10.0,0.0
14-Mar-1940 00:00:00,3.1,0.0,,,,,1.9,0.0,,,-6.4,13.2,,,-8.6,0.0,,,-1.7,11.2,8.4,10.2,,,-9.5,0.0
15-Mar-1940 00:00:00,7.5,0.0,,,,,-0.6,0.0,,,-4.5,0.5,,,-6.1,0.3,,,-7.2,0.3,8.9,5.6,,,-6.4,0.0
16-Mar-1940 00:00:00,2.8,1.3,,,,,-1.1,0.8,,,-6.4,3.8,,,0.0,0.0,,,-5.8,0.0,8.6,0.0,,,-6.7,0.0
17-Mar-1940 00:00:00,0.6,0.0,,,,,-2.0,0.0,,,-8.9,0.0,,,-0.3,0.0,,,-2.3,0.0,6.7,0.0,,,-1.4,1.0
18-Mar-1940 00:00:00,1.7,0.3,,,,,-3.1,0.0,,,-13.9,4.6,,,-1.4,5.3,,,-5.6,3.3,7.0,0.0,,,-3.6,0.5
19-Mar-1940 00:00:00,-5.8,0.5,,,,,-4.5,1.3,,,-5.0,1.0,,,-7.8,1.0,,,-1.1,0.0,5.9,0.0,,,-10.0,0.0
20-Mar-1940 00:00:00,-3.1,0.5,,,,,-0.3,0.8,,,-7.5,5.1,,,-15.3,0.0,,,-6.1,7.4,6.7,0.0,,,-15.0,0.0
21-Mar-1940 00:00:00,-5.3,2.5,,,,,-0.3,0.3,,,-7.5,4.6,,,-15.8,0.0,,,-7.8,0.0,5.6,0.0,,,-18.1,0.0
22-Mar-1940 00:00:00,-12.5,1.3,,,,,-5.6,10.2,,,-7.8,0.5,,,-16.4,0.0,,,-7.8,0.0,6.7,0.0,,,-18.9,0.0
23-Mar-1940 00:00:00,-12.0,1.0,,,,,-5.3,0.0,,,-16.4,0.0,,,-17.2,0.0,,,-14.5,0.0,8.1,4.3,,,-18.1,0.0
24-Mar-1940 00:00:00,-10.9,0.5,,,,,-11.7,0.0,,,-13.9,0.0,,,-16.4,0.0,,,-12.3,0.0,10.0,0.0,,,-15.6,0.0
25-Mar-1940 00:00:00,-8.9,2.3,,,,,-7.5,0.3,,,-8.4,0.0,,,-13.6,0.0,,,-8.9,0.0,8.9,2.5,,,-13.7,0.0
26-Mar-1940 00:00:00,-8.1,0.3,,,,,-5.6,0.0,,,-2.8,0.0,,,-13.1,0.0,,,-5.3,3.8,9.7,23.9,,,-11.4,0.0
27-Mar-1940 00:00:00,-4.7,1.3,,,,,-4.8,0.0,,,-5.8,0.0,,,-8.9,8.9,,,-1.4,4.3,10.3,7.6,,,-8.1,0.0
28-Mar-1940 00:00:00,-4.2,0.0,,,,,-3.9,0.0,,,-5.0,0.0,,,-3.6,0.3,,,-3.4,0.0,10.3,0.0,,,-2.5,11.9
29-Mar-1940 00:00:00,2.2,0.0,,,,,-1.7,0.0,,,-2.8,0.0,,,-5.6,0.0,,,2.8,0.0,9.2,7.6,,,-3.4,0.0
30-Mar-1940 00:00:00,0.0,0.0,,,,,2.2,10.4,,,2.5,0.0,,,-7.5,0.0,,,4.5,0.0,11.1,0.3,,,-3.1,0.0
31-Mar-1940 00:00:00,-2.2,0.0,,,,,2.5,14.0,,,2.5,0.0,,,-2.5,0.0,,,3.6,0.0,8.4,0.0,,,-5.6,0.0
01-Apr-1940 00:00:00,-3.1,6.1,,,,,0.0,0.0,,,0.9,0.0,,,-1.1,0.3,,,1.4,0.0,7.8,0.0,,,-3.9,0.0
02-Apr-1940 00:00:00,-3.9,7.1,,,,,-1.4,0.0,,,-2.5,0.0,,,0.6,1.5,,,1.4,0.0,7.5,0.0,,,-0.3,0.0
03-Apr-1940 00:00:00,-4.5,1.8,,,,,-0.3,0.0,,,-1.7,0.0,,,0.3,0.0,,,1.4,7.6,7.5,0.0,,,0.0,8.9
04-Apr-1940 00:00:00,-3.7,0.5,,,,,0.0,2.5,,,0.6,2.5,,,-0.9,0.0,,,4.5,0.5,8.4,0.0,,,-1.4,0.0
05-Apr-1940 00:00:00,-3.6,0.0,,,,,-2.0,1.3,,,-0.6,0.0,,,-3.1,0.0,,,0.9,0.0,10.6,0.0,,,-0.8,0.0
06-Apr-1940 00:00:00,-2.3,0.0,,,,,-4.5,0.0,,,0.0,0.0,,,-2.0,0.0,,,4.5,0.0,12.0,8.6,,,0.6,3.8
07-Apr-1940 00:00:00,0.3,3.0,,,,,-3.9,0.0,,,0.0,0.0,,,-0.6,0.0,,,3.9,4.6,10.3,3.0,,,4.5,0.3
08-Apr-1940 00:00:00,-3.9,1.0,,,,,0.8,0.0,,,0.6,11.4,,,-2.3,0.5,,,7.5,15.5,9.5,4.3,,,-2.8,0.0
09-Apr-1940 00:00:00,-5.6,6.4,,,,,4.2,0.3,,,2.8,1.3,,,-3.6,0.0,,,3.9,0.0,12.0,0.0,,,-3.6,0.0
10-Apr-1940 00:00:00,-8.9,6.4,,,,,4.2,0.0,,,0.8,0.0,,,-12.2,0.0,,,2.0,0.0,10.3,0.0,,,-9.8,0.0
11-Apr-1940 00:00:00,-7.5,0.0,,,,,2.0,0.0,,,2.5,11.2,,,-10.3,0.0,,,4.5,6.4,11.7,0.0,,,-6.9,0.0
12-Apr-1940 00:00:00,6.1,0.0,,,,,3.6,0.0,,,-5.3,2.5,,,-1.4,0.0,,,-4.8,0.0,15.0,2.8,,,-2.5,0.0
13-Apr-1940 00:00:00,13.1,0.0,,,,,6.1,12.7,,,-5.3,0.3,,,5.9,0.0,,,-4.5,0.0,13.9,0.0,,,0.6,0.0
14-Apr-1940 00:00:00,5.9,0.8,,,,,0.9,0.0,,,-3.6,0.0,,,5.9,2.8,,,-3.4,0.0,10.3,0.0,,,6.4,0.0
15-Apr-1940 00:00:00,0.6,0.0,,,,,1.7,0.0,,,-0.8,11.4,,,0.9,0.0,,,1.2,0.0,8.9,0.0,,,2.5,0.0
16-Apr-1940 00:00:00,3.9,0.0,,,,,2.5,1.3,,,3.9,0.0,,,1.1,0.0,,,4.7,0.0,9.7,2.8,,,0.9,0.0
17-Apr-1940 00:00:00,9.2,0.0,,,,,3.6,0.0,,,4.4,10.2,,,7.0,0.0,,,4.5,10.9,11.1,1.0,,,2.5,0.0
18-Apr-1940 00:00:00,10.3,0.5,,,,,2.5,12.2,,,5.6,11.7,,,6.1,0.0,,,9.2,4.1,12.3,0.0,,,10.0,0.0
19-Apr-1940 00:00:00,6.2,0.0,,,,,3.9,0.0,,,5.9,0.0,,,11.1,0.0,,,5.0,0.0,10.6,0.0,,,9.5,0.0
20-Apr-1940 00:00:00,1.4,29.2,,,,,2.5,0.0,,,3.6,2.0,,,10.6,0.0,,,6.4,0.0,11.4,0.0,,,10.3,0.0
21-Apr-1940 00:00:00,0.6,10.4,,,,,0.3,12.7,,,2.5,8.1,,,6.4,0.0,,,6.4,0.0,8.9,0.0,,,10.6,0.3
22-Apr-1940 00:00:00,1.4,1.5,,,,,-0.6,14.0,,,3.1,0.0,,,3.1,0.0,,,3.3,0.0,12.8,0.0,,,3.1,0.0
23-Apr-1940 00:00:00,0.6,5.8,,,,,-0.6,3.8,,,4.8,0.0,,,5.3,0.0,,,5.0,0.0,13.1,6.1,,,2.8,0.0
24-Apr-1940 00:00:00,0.8,0.3,,,,,0.0,0.0,,,6.4,0.0,,,2.5,0.0,,,5.3,0.0,11.1,4.8,,,2.0,0.0
25-Apr-1940 00:00:00,0.6,0.0,,,,,-1.7,0.0,,,7.3,0.5,,,2.5,0.0,,,5.9,0.3,10.9,0.0,,,4.2,0.0
26-Apr-1940 00:00:00,4.2,0.0,,,,,2.8,0.0,,,6.1,0.0,,,5.8,0.0,,,6.7,0.0,12.5,4.1,,,7.8,0.0
27-Apr-1940 00:00:00,5.0,0.0,,,,,4.2,0.0,,,6.7,0.0,,,9.4,0.0,,,6.9,0.0,10.8,11.4,,,8.1,14.0
28-Apr-1940 00:00:00,8.1,0.0,,,,,3.6,0.0,,,7.8,0.0,,,7.5,0.5,,,7.2,0.0,10.6,0.3,,,8.4,13.2
29-Apr-1940 00:00:00,5.9,9.1,,,,,5.3,0.0,,,11.7,0.0,,,8.9,0.0,,,8.6,0.0,10.6,0.0,,,4.7,1.5
30-Apr-1940 00:00:00,3.9,0.0,,,,,11.7,0.0,,,16.1,6.9,,,6.1,0.0,,,13.9,1.0,9.2,17.5,,,1.7,0.0
01-May-1940 00:00:00,10.6,0.0,,,,,8.4,0.0,,,16.1,7.4,,,8.7,0.0,,,13.1,14.2,14.2,8.1,,,2.8,0.0
02-May-1940 00:00:00,13.4,0.0,,,,,7.3,0.3,,,9.7,12.4,,,11.1,1.5,,,6.1,2.0,12.5,1.8,,,5.6,0.0
03-May-1940 00:00:00,7.8,5.1,,,,,13.6,1.3,,,8.9,1.8,,,15.6,0.0,,,5.3,2.5,13.1,0.0,,,7.0,0.3
04-May-1940 00:00:00,5.0,0.8,,,,,13.4,2.0,,,9.8,0.0,,,10.6,0.0,,,7.5,0.0,10.6,7.4,,,16.1,0.0
05-May-1940 00:00:00,5.9,0.3,,,,,12.5,3.3,,,9.7,0.5,,,6.1,0.0,,,10.0,2.8,12.3,0.0,,,5.9,11.7
06-May-1940 00:00:00,8.6,3.0,,,,,9.5,0.0,,,12.0,1.5,,,7.0,0.0,,,16.2,0.0,12.5,0.0,,,3.4,0.0
07-May-1940 00:00:00,7.8,0.0,,,,,7.8,3.6,,,11.4,0.0,,,11.4,0.5,,,10.6,0.0,11.1,0.3,,,3.9,0.0
08-May-1940 00:00:00,9.8,0.0,,,,,2.5,0.0,,,9.2,0.0,,,11.7,0.3,,,8.4,0.0,13.6,5.6,,,8.1,0.3
09-May-1940 00:00:00,12.2,0.0,,,,,2.8,0.3,,,7.3,0.0,,,14.5,0.0,,,9.5,0.0,14.7,0.0,,,9.8,0.0
10-May-1940 00:00:00,16.1,0.0,,,,,3.6,0.0,,,9.8,0.8,,,15.0,0.0,,,10.0,0.0,15.6,1.3,,,10.6,0.0
11-May-1940 00:00:00,13.6,0.0,,,,,7.2,0.0,,,6.7,0.0,,,21.9,0.0,,,7.8,0.0,13.1,0.0,,,18.9,0.0
12-May-1940 00:00:00,9.2,3.8,,,,,8.7,9.7,,,6.1,0.0,,,12.2,0.0,,,6.2,11.9,11.4,0.0,,,18.6,0.0
13-May-1940 00:00:00,7.5,0.0,,,,,5.3,5.6,,,10.3,0.0,,,9.2,0.0,,,13.1,1.3,13.1,0.3,,,8.1,1.8
14-May-1940 00:00:00,9.5,0.0,,,,,8.6,0.0,,,11.4,1.5,,,7.8,0.0,,,13.1,0.5,14.8,1.0,,,6.4,0.0
15-May-1940 00:00:00,11.7,0.0,,,,,12.0,0.0,,,13.4,5.8,,,14.2,3.6,,,14.5,4.3,14.5,0.0,,,5.3,0.0
16-May-1940 00:00:00,7.0,3.3,,,,,13.9,0.0,,,15.6,12.2,,,15.3,0.0,,,9.5,4.1,13.9,0.0,,,9.5,0.3
17-May-1940 00:00:00,10.3,0.0,,,,,14.8,2.5,,,10.3,0.0,,,11.4,0.8,,,9.5,0.8,13.9,0.0,,,14.5,7.9
18-May-1940 00:00:00,15.0,0.5,,,,,15.0,0.5,,,11.2,0.0,,,12.8,0.0,,,10.9,0.0,14.7,1.0,,,12.0,2.0
19-May-1940 00:00:00,12.8,1.3,,,,,8.4,0.0,,,10.8,2.5,,,15.0,1.3,,,9.2,14.5,16.1,0.0,,,13.6,0.0
20-May-1940 00:00:00,11.7,0.0,,,,,4.7,8.6,,,18.1,0.0,,,13.1,0.0,,,13.9,0.0,12.0,0.0,,,14.2,0.0
21-May-1940 00:00:00,13.6,0.0,,,,,3.9,12.4,,,16.7,0.0,,,10.8,0.0,,,13.9,0.0,14.5,0.0,,,11.7,0.0
22-May-1940 00:00:00,15.9,0.0,,,,,6.7,0.0,,,18.9,8.1,,,18.9,0.0,,,15.9,11.7,15.9,0.0,,,11.4,0.0
23-May-1940 00:00:00,18.4,0.0,,,,,7.2,0.0,,,18.6,0.3,,,17.5,0.0,,,14.5,12.7,16.2,0.0,,,8.6,0.0
24-May-1940 00:00:00,18.4,0.0,,,,,12.3,0.0,,,17.3,0.0,,,14.7,0.0,,,11.1,25.9,13.9,0.0,,,9.2,0.0
25-May-1940 00:00:00,15.0,0.0,,,,,13.1,0.0,,,17.2,33.3,,,16.7,0.0,,,13.1,0.0,13.1,0.0,,,10.6,0.0
26-May-1940 00:00:00,10.0,3.8,,,,,15.3,0.0,,,19.2,3.3,,,16.7,0.0,,,15.9,7.1,10.6,0.0,,,12.0,0.0
27-May-1940 00:00:00,10.0,3.3,,,,,18.3,16.3,,,18.7,0.0,,,16.9,0.0,,,14.4,0.0,11.7,0.0,,,16.1,0.0
